1;422.76;423.64;424.38
2;214.55;266.73;266.49
4;146.64;148.55;148.08
6;104.95;105.48;106.69
8;82.42;82.20;83.13
10;69.73;68.12;67.75
12;59.71;58.55;59.15
14;52.14;51.38;51.71
16;46.18;46.40;46.59
18;42.56;43.05;42.59
20;37.48;37.80;38.46
22;35.30;35.55;32.95
24;31.87;30.81;29.68
26;28.12;31.58;31.94
28;30.12;29.66;29.90
30;28.26;27.97;28.03
32;26.47;26.80;26.90
34;25.64;25.61;25.91
36;24.81;24.68;25.04
38;22.79;23.64;24.15
40;23.24;23.59;23.50
42;22.34;22.30;22.99
44;21.90;21.81;21.54
46;20.91;21.04;20.85
48;20.28;20.22;20.47
50;19.90;19.59;19.79
52;19.17;19.01;19.16
54;18.99;18.93;19.03
56;18.77;18.64;17.97
58;17.75;17.72;17.63
60;17.41;17.41;17.39
62;17.06;16.96;17.28
64;16.88;16.48;16.62
66;16.43;16.43;16.52
68;16.24;16.24;16.18
70;16.25;16.32;16.39
72;16.23;16.53;16.23
74;16.28;15.97;15.92
76;15.75;15.89;15.75
78;15.78;15.75;15.60
80;15.54;15.61;15.53
82;15.32;15.44;15.15
84;15.09;15.04;15.22
86;15.14;15.17;15.14
88;15.08;15.29;14.69
90;14.58;14.83;14.97
92;15.12;15.45;15.32
94;15.06;15.32;14.97
96;15.05;14.90;15.11
98;14.85;14.82;14.74
100;14.63;14.67;14.78
102;14.77;14.74;14.55
104;14.49;14.63;14.32
106;14.79;14.11;14.10
108;14.42;14.62;14.46
110;14.34;14.00;14.62
112;14.65;14.81;14.75
114;14.78;14.93;14.67
116;14.69;14.83;14.63
118;14.79;15.15;14.83
120;15.06;15.14;14.64
122;15.15;14.55;16.16
124;15.49;15.78;15.74
126;15.56;15.67;15.52
128;15.40;15.65;15.82

